orderNumber,orderLineNumber,customerNumber,EmployeeNumber,productCode,status,quantityOrdered,priceEach,sales_amount,origin,complete_order_number,checkNumber,paymentDate,amount
10104,1,141,1370,S12_3148,Shipped,34,131.44,4468.96,spain,10104-1,ID10962,2004-12-31,116208.4
10104,1,141,1370,S12_3148,Shipped,34,131.44,4468.96,spain,10104-1,IN446258,2005-03-25,65071.26
10104,1,141,1370,S12_3148,Shipped,34,131.44,4468.96,spain,10104-1,JE105477,2005-03-18,120166.58
10104,1,141,1370,S12_3148,Shipped,34,131.44,4468.96,spain,10104-1,JN355280,2003-10-26,49539.37
10104,1,141,1370,S12_3148,Shipped,34,131.44,4468.96,spain,10104-1,JN722010,2003-02-25,40206.2
10104,1,141,1370,S12_3148,Shipped,34,131.44,4468.96,spain,10104-1,KT52578,2003-12-09,63843.55
10104,1,141,1370,S12_3148,Shipped,34,131.44,4468.96,spain,10104-1,MC46946,2004-07-09,35420.74
10104,1,141,1370,S12_3148,Shipped,34,131.44,4468.96,spain,10104-1,MF629602,2004-08-16,20009.53
10104,1,141,1370,S12_3148,Shipped,34,131.44,4468.96,spain,10104-1,NU627706,2004-05-17,26155.91
10104,2,141,1370,S50_1514,Shipped,32,53.31,1705.92,spain,10104-2,AU364101,2003-07-19,36251.03
10104,2,141,1370,S50_1514,Shipped,32,53.31,1705.92,spain,10104-2,DB583216,2004-11-01,36140.38
10104,2,141,1370,S50_1514,Shipped,32,53.31,1705.92,spain,10104-2,DL460618,2005-05-19,46895.48
10104,2,141,1370,S50_1514,Shipped,32,53.31,1705.92,spain,10104-2,HJ32686,2004-01-30,59830.55
10104,2,141,1370,S50_1514,Shipped,32,53.31,1705.92,spain,10104-2,ID10962,2004-12-31,116208.4
10104,2,141,1370,S50_1514,Shipped,32,53.31,1705.92,spain,10104-2,IN446258,2005-03-25,65071.26
10104,2,141,1370,S50_1514,Shipped,32,53.31,1705.92,spain,10104-2,JE105477,2005-03-18,120166.58
10104,2,141,1370,S50_1514,Shipped,32,53.31,1705.92,spain,10104-2,JN355280,2003-10-26,49539.37
10104,2,141,1370,S50_1514,Shipped,32,53.31,1705.92,spain,10104-2,JN722010,2003-02-25,40206.2
10104,2,141,1370,S50_1514,Shipped,32,53.31,1705.92,spain,10104-2,KT52578,2003-12-09,63843.55
10104,2,141,1370,S50_1514,Shipped,32,53.31,1705.92,spain,10104-2,MC46946,2004-07-09,35420.74
10104,2,141,1370,S50_1514,Shipped,32,53.31,1705.92,spain,10104-2,MF629602,2004-08-16,20009.53
10104,2,141,1370,S50_1514,Shipped,32,53.31,1705.92,spain,10104-2,NU627706,2004-05-17,26155.91
10104,3,141,1370,S18_4027,Shipped,38,119.2,4529.6,spain,10104-3,AU364101,2003-07-19,36251.03
10104,3,141,1370,S18_4027,Shipped,38,119.2,4529.6,spain,10104-3,DB583216,2004-11-01,36140.38
10104,3,141,1370,S18_4027,Shipped,38,119.2,4529.6,spain,10104-3,DL460618,2005-05-19,46895.48
10104,3,141,1370,S18_4027,Shipped,38,119.2,4529.6,spain,10104-3,HJ32686,2004-01-30,59830.55
10104,3,141,1370,S18_4027,Shipped,38,119.2,4529.6,spain,10104-3,ID10962,2004-12-31,116208.4
10104,3,141,1370,S18_4027,Shipped,38,119.2,4529.6,spain,10104-3,IN446258,2005-03-25,65071.26
10104,3,141,1370,S18_4027,Shipped,38,119.2,4529.6,spain,10104-3,JE105477,2005-03-18,120166.58
10104,3,141,1370,S18_4027,Shipped,38,119.2,4529.6,spain,10104-3,JN355280,2003-10-26,49539.37
10104,3,141,1370,S18_4027,Shipped,38,119.2,4529.6,spain,10104-3,JN722010,2003-02-25,40206.2
10104,3,141,1370,S18_4027,Shipped,38,119.2,4529.6,spain,10104-3,KT52578,2003-12-09,63843.55
10104,3,141,1370,S18_4027,Shipped,38,119.2,4529.6,spain,10104-3,MC46946,2004-07-09,35420.74
10104,3,141,1370,S18_4027,Shipped,38,119.2,4529.6,spain,10104-3,MF629602,2004-08-16,20009.53
10104,3,141,1370,S18_4027,Shipped,38,119.2,4529.6,spain,10104-3,NU627706,2004-05-17,26155.91
10104,4,141,1370,S32_3207,Shipped,49,56.55,2770.95,spain,10104-4,AU364101,2003-07-19,36251.03
10104,4,141,1370,S32_3207,Shipped,49,56.55,2770.95,spain,10104-4,DB583216,2004-11-01,36140.38
10104,4,141,1370,S32_3207,Shipped,49,56.55,2770.95,spain,10104-4,DL460618,2005-05-19,46895.48
10104,4,141,1370,S32_3207,Shipped,49,56.55,2770.95,spain,10104-4,HJ32686,2004-01-30,59830.55
10104,4,141,1370,S32_3207,Shipped,49,56.55,2770.95,spain,10104-4,ID10962,2004-12-31,116208.4
10104,4,141,1370,S32_3207,Shipped,49,56.55,2770.95,spain,10104-4,IN446258,2005-03-25,65071.26
10104,4,141,1370,S32_3207,Shipped,49,56.55,2770.95,spain,10104-4,JE105477,2005-03-18,120166.58
10104,4,141,1370,S32_3207,Shipped,49,56.55,2770.95,spain,10104-4,JN355280,2003-10-26,49539.37
10104,4,141,1370,S32_3207,Shipped,49,56.55,2770.95,spain,10104-4,JN722010,2003-02-25,40206.2
10104,4,141,1370,S32_3207,Shipped,49,56.55,2770.95,spain,10104-4,KT52578,2003-12-09,63843.55
10104,4,141,1370,S32_3207,Shipped,49,56.55,2770.95,spain,10104-4,MC46946,2004-07-09,35420.74
10104,4,141,1370,S32_3207,Shipped,49,56.55,2770.95,spain,10104-4,MF629602,2004-08-16,20009.53
10104,4,141,1370,S32_3207,Shipped,49,56.55,2770.95,spain,10104-4,NU627706,2004-05-17,26155.91
10104,5,141,1370,S24_4048,Shipped,26,106.45,2767.7,spain,10104-5,AU364101,2003-07-19,36251.03
10104,5,141,1370,S24_4048,Shipped,26,106.45,2767.7,spain,10104-5,DB583216,2004-11-01,36140.38
10104,5,141,1370,S24_4048,Shipped,26,106.45,2767.7,spain,10104-5,DL460618,2005-05-19,46895.48
10104,5,141,1370,S24_4048,Shipped,26,106.45,2767.7,spain,10104-5,HJ32686,2004-01-30,59830.55
10104,5,141,1370,S24_4048,Shipped,26,106.45,2767.7,spain,10104-5,ID10962,2004-12-31,116208.4
10104,5,141,1370,S24_4048,Shipped,26,106.45,2767.7,spain,10104-5,IN446258,2005-03-25,65071.26
10104,5,141,1370,S24_4048,Shipped,26,106.45,2767.7,spain,10104-5,JE105477,2005-03-18,120166.58
10104,5,141,1370,S24_4048,Shipped,26,106.45,2767.7,spain,10104-5,JN355280,2003-10-26,49539.37
10104,5,141,1370,S24_4048,Shipped,26,106.45,2767.7,spain,10104-5,JN722010,2003-02-25,40206.2
10104,5,141,1370,S24_4048,Shipped,26,106.45,2767.7,spain,10104-5,KT52578,2003-12-09,63843.55
10104,5,141,1370,S24_4048,Shipped,26,106.45,2767.7,spain,10104-5,MC46946,2004-07-09,35420.74
10104,5,141,1370,S24_4048,Shipped,26,106.45,2767.7,spain,10104-5,MF629602,2004-08-16,20009.53
10104,5,141,1370,S24_4048,Shipped,26,106.45,2767.7,spain,10104-5,NU627706,2004-05-17,26155.91
10104,6,141,1370,S24_1444,Shipped,35,52.02,1820.7,spain,10104-6,AU364101,2003-07-19,36251.03
10104,6,141,1370,S24_1444,Shipped,35,52.02,1820.7,spain,10104-6,DB583216,2004-11-01,36140.38
10104,6,141,1370,S24_1444,Shipped,35,52.02,1820.7,spain,10104-6,DL460618,2005-05-19,46895.48
10104,6,141,1370,S24_1444,Shipped,35,52.02,1820.7,spain,10104-6,HJ32686,2004-01-30,59830.55
10104,6,141,1370,S24_1444,Shipped,35,52.02,1820.7,spain,10104-6,ID10962,2004-12-31,116208.4
10104,6,141,1370,S24_1444,Shipped,35,52.02,1820.7,spain,10104-6,IN446258,2005-03-25,65071.26
10104,6,141,1370,S24_1444,Shipped,35,52.02,1820.7,spain,10104-6,JE105477,2005-03-18,120166.58
10104,6,141,1370,S24_1444,Shipped,35,52.02,1820.7,spain,10104-6,JN355280,2003-10-26,49539.37
10104,6,141,1370,S24_1444,Shipped,35,52.02,1820.7,spain,10104-6,JN722010,2003-02-25,40206.2
10104,6,141,1370,S24_1444,Shipped,35,52.02,1820.7,spain,10104-6,KT52578,2003-12-09,63843.55
10104,6,141,1370,S24_1444,Shipped,35,52.02,1820.7,spain,10104-6,MC46946,2004-07-09,35420.74
10104,6,141,1370,S24_1444,Shipped,35,52.02,1820.7,spain,10104-6,MF629602,2004-08-16,20009.53
10104,6,141,1370,S24_1444,Shipped,35,52.02,1820.7,spain,10104-6,NU627706,2004-05-17,26155.91
10104,7,141,1370,S50_1392,Shipped,33,114.59,3781.47,spain,10104-7,AU364101,2003-07-19,36251.03
10104,7,141,1370,S50_1392,Shipped,33,114.59,3781.47,spain,10104-7,DB583216,2004-11-01,36140.38
10104,7,141,1370,S50_1392,Shipped,33,114.59,3781.47,spain,10104-7,DL460618,2005-05-19,46895.48
10104,7,141,1370,S50_1392,Shipped,33,114.59,3781.47,spain,10104-7,HJ32686,2004-01-30,59830.55
10104,7,141,1370,S50_1392,Shipped,33,114.59,3781.47,spain,10104-7,ID10962,2004-12-31,116208.4
10104,7,141,1370,S50_1392,Shipped,33,114.59,3781.47,spain,10104-7,IN446258,2005-03-25,65071.26
10104,7,141,1370,S50_1392,Shipped,33,114.59,3781.47,spain,10104-7,JE105477,2005-03-18,120166.58
10104,7,141,1370,S50_1392,Shipped,33,114.59,3781.47,spain,10104-7,JN355280,2003-10-26,49539.37
10104,7,141,1370,S50_1392,Shipped,33,114.59,3781.47,spain,10104-7,JN722010,2003-02-25,40206.2
10104,7,141,1370,S50_1392,Shipped,33,114.59,3781.47,spain,10104-7,KT52578,2003-12-09,63843.55
10104,7,141,1370,S50_1392,Shipped,33,114.59,3781.47,spain,10104-7,MC46946,2004-07-09,35420.74
10104,7,141,1370,S50_1392,Shipped,33,114.59,3781.47,spain,10104-7,MF629602,2004-08-16,20009.53
10104,7,141,1370,S50_1392,Shipped,33,114.59,3781.47,spain,10104-7,NU627706,2004-05-17,26155.91
10104,8,141,1370,S18_2238,Shipped,24,135.9,3261.6,spain,10104-8,AU364101,2003-07-19,36251.03
10104,8,141,1370,S18_2238,Shipped,24,135.9,3261.6,spain,10104-8,DB583216,2004-11-01,36140.38
10104,8,141,1370,S18_2238,Shipped,24,135.9,3261.6,spain,10104-8,DL460618,2005-05-19,46895.48
10104,8,141,1370,S18_2238,Shipped,24,135.9,3261.6,spain,10104-8,HJ32686,2004-01-30,59830.55
10104,8,141,1370,S18_2238,Shipped,24,135.9,3261.6,spain,10104-8,ID10962,2004-12-31,116208.4
10104,8,141,1370,S18_2238,Shipped,24,135.9,3261.6,spain,10104-8,IN446258,2005-03-25,65071.26
10104,8,141,1370,S18_2238,Shipped,24,135.9,3261.6,spain,10104-8,JE105477,2005-03-18,120166.58
10104,8,141,1370,S18_2238,Shipped,24,135.9,3261.6,spain,10104-8,JN355280,2003-10-26,49539.37
10104,8,141,1370,S18_2238,Shipped,24,135.9,3261.6,spain,10104-8,JN722010,2003-02-25,40206.2
10104,8,141,1370,S18_2238,Shipped,24,135.9,3261.6,spain,10104-8,KT52578,2003-12-09,63843.55
10104,8,141,1370,S18_2238,Shipped,24,135.9,3261.6,spain,10104-8,MC46946,2004-07-09,35420.74
10104,8,141,1370,S18_2238,Shipped,24,135.9,3261.6,spain,10104-8,MF629602,2004-08-16,20009.53
10104,8,141,1370,S18_2238,Shipped,24,135.9,3261.6,spain,10104-8,NU627706,2004-05-17,26155.91
10104,9,141,1370,S12_4473,Shipped,41,111.39,4566.99,spain,10104-9,AU364101,2003-07-19,36251.03
10104,9,141,1370,S12_4473,Shipped,41,111.39,4566.99,spain,10104-9,DB583216,2004-11-01,36140.38
10104,9,141,1370,S12_4473,Shipped,41,111.39,4566.99,spain,10104-9,DL460618,2005-05-19,46895.48
10104,9,141,1370,S12_4473,Shipped,41,111.39,4566.99,spain,10104-9,HJ32686,2004-01-30,59830.55
10104,9,141,1370,S12_4473,Shipped,41,111.39,4566.99,spain,10104-9,ID10962,2004-12-31,116208.4
10104,9,141,1370,S12_4473,Shipped,41,111.39,4566.99,spain,10104-9,IN446258,2005-03-25,65071.26
10104,9,141,1370,S12_4473,Shipped,41,111.39,4566.99,spain,10104-9,JE105477,2005-03-18,120166.58
10104,9,141,1370,S12_4473,Shipped,41,111.39,4566.99,spain,10104-9,JN355280,2003-10-26,49539.37
10104,9,141,1370,S12_4473,Shipped,41,111.39,4566.99,spain,10104-9,JN722010,2003-02-25,40206.2
10104,9,141,1370,S12_4473,Shipped,41,111.39,4566.99,spain,10104-9,KT52578,2003-12-09,63843.55
10104,9,141,1370,S12_4473,Shipped,41,111.39,4566.99,spain,10104-9,MC46946,2004-07-09,35420.74
10104,9,141,1370,S12_4473,Shipped,41,111.39,4566.99,spain,10104-9,MF629602,2004-08-16,20009.53
10104,9,141,1370,S12_4473,Shipped,41,111.39,4566.99,spain,10104-9,NU627706,2004-05-17,26155.91
10104,10,141,1370,S24_2840,Shipped,44,30.41,1338.04,spain,10104-10,AU364101,2003-07-19,36251.03
10104,10,141,1370,S24_2840,Shipped,44,30.41,1338.04,spain,10104-10,DB583216,2004-11-01,36140.38
10104,10,141,1370,S24_2840,Shipped,44,30.41,1338.04,spain,10104-10,DL460618,2005-05-19,46895.48
10104,10,141,1370,S24_2840,Shipped,44,30.41,1338.04,spain,10104-10,HJ32686,2004-01-30,59830.55
10104,10,141,1370,S24_2840,Shipped,44,30.41,1338.04,spain,10104-10,ID10962,2004-12-31,116208.4
10104,10,141,1370,S24_2840,Shipped,44,30.41,1338.04,spain,10104-10,IN446258,2005-03-25,65071.26
10104,10,141,1370,S24_2840,Shipped,44,30.41,1338.04,spain,10104-10,JE105477,2005-03-18,120166.58
10104,10,141,1370,S24_2840,Shipped,44,30.41,1338.04,spain,10104-10,JN355280,2003-10-26,49539.37
10104,10,141,1370,S24_2840,Shipped,44,30.41,1338.04,spain,10104-10,JN722010,2003-02-25,40206.2
10104,10,141,1370,S24_2840,Shipped,44,30.41,1338.04,spain,10104-10,KT52578,2003-12-09,63843.55
10104,10,141,1370,S24_2840,Shipped,44,30.41,1338.04,spain,10104-10,MC46946,2004-07-09,35420.74
10104,10,141,1370,S24_2840,Shipped,44,30.41,1338.04,spain,10104-10,MF629602,2004-08-16,20009.53
10104,10,141,1370,S24_2840,Shipped,44,30.41,1338.04,spain,10104-10,NU627706,2004-05-17,26155.91
10104,11,141,1370,S32_2509,Shipped,35,51.95,1818.25,spain,10104-11,AU364101,2003-07-19,36251.03
10104,11,141,1370,S32_2509,Shipped,35,51.95,1818.25,spain,10104-11,DB583216,2004-11-01,36140.38
10104,11,141,1370,S32_2509,Shipped,35,51.95,1818.25,spain,10104-11,DL460618,2005-05-19,46895.48
10104,11,141,1370,S32_2509,Shipped,35,51.95,1818.25,spain,10104-11,HJ32686,2004-01-30,59830.55
10104,11,141,1370,S32_2509,Shipped,35,51.95,1818.25,spain,10104-11,ID10962,2004-12-31,116208.4
10104,11,141,1370,S32_2509,Shipped,35,51.95,1818.25,spain,10104-11,IN446258,2005-03-25,65071.26
10104,11,141,1370,S32_2509,Shipped,35,51.95,1818.25,spain,10104-11,JE105477,2005-03-18,120166.58
10104,11,141,1370,S32_2509,Shipped,35,51.95,1818.25,spain,10104-11,JN355280,2003-10-26,49539.37
10104,11,141,1370,S32_2509,Shipped,35,51.95,1818.25,spain,10104-11,JN722010,2003-02-25,40206.2
10104,11,141,1370,S32_2509,Shipped,35,51.95,1818.25,spain,10104-11,KT52578,2003-12-09,63843.55
10104,11,141,1370,S32_2509,Shipped,35,51.95,1818.25,spain,10104-11,MC46946,2004-07-09,35420.74
10104,11,141,1370,S32_2509,Shipped,35,51.95,1818.25,spain,10104-11,MF629602,2004-08-16,20009.53
10104,11,141,1370,S32_2509,Shipped,35,51.95,1818.25,spain,10104-11,NU627706,2004-05-17,26155.91
10104,12,141,1370,S18_2319,Shipped,29,122.73,3559.17,spain,10104-12,AU364101,2003-07-19,36251.03
